,biomass,coal,gas,geothermal,hydro,nuclear,oil,solar,wind,unknown,hydro_storage,production_total,consumption,imported
2019-01-02 06:30:00,5336.0,10581.0,4403.0,3.0,1406.0,8711.0,492.0,0.0,35359.0,476.0,-618.0,66149.0,58358.0,-7791.0
2019-01-02 06:45:00,5341.0,10932.0,4391.0,3.0,1409.0,8706.0,493.0,0.0,34896.0,476.0,-1111.0,65536.0,59099.0,-6437.0
2019-01-02 07:00:00,5365.0,11181.0,4546.0,3.0,1403.0,8763.0,493.0,7.0,34530.0,476.0,-932.0,65835.0,60219.0,-5616.0
2019-01-02 07:15:00,5366.0,11773.0,4525.0,3.0,1408.0,8832.0,493.0,30.0,34108.0,476.0,-1359.0,65655.0,60479.0,-5176.0
2019-01-02 07:30:00,5372.0,12231.0,4549.0,3.0,1409.0,8852.0,495.0,105.0,33962.0,476.0,-1186.0,66268.0,61348.0,-4920.0
2019-01-02 07:45:00,5334.0,12658.0,4562.0,3.0,1395.0,8914.0,495.0,291.0,33751.0,476.0,-1589.0,66290.0,61779.0,-4511.0
2019-01-02 08:00:00,5358.0,13058.0,4981.0,3.0,1384.0,8981.0,493.0,651.0,33558.0,476.0,-605.0,68338.0,62159.0,-6179.0
2019-01-02 08:15:00,5370.0,13543.0,4996.0,3.0,1381.0,9024.0,494.0,1154.0,33116.0,483.0,-507.0,69057.0,62484.0,-6573.0
2019-01-02 08:30:00,5362.0,13868.0,5023.0,3.0,1378.0,9020.0,496.0,1746.0,32704.0,483.0,-286.0,69797.0,63123.0,-6674.0
2019-01-02 08:45:00,5365.0,14093.0,5021.0,3.0,1376.0,9031.0,492.0,2368.0,32581.0,483.0,-290.0,70523.0,63565.0,-6958.0
2019-01-02 09:00:00,5386.0,14338.0,4851.0,3.0,1390.0,9035.0,493.0,3058.0,32635.0,483.0,-412.0,71260.0,63978.0,-7282.0
2019-01-02 09:15:00,5386.0,14291.0,4824.0,3.0,1407.0,9028.0,496.0,3788.0,32557.0,484.0,-447.0,71817.0,64234.0,-7583.0
2019-01-02 09:30:00,5367.0,14240.0,4817.0,3.0,1416.0,9000.0,493.0,4588.0,32297.0,488.0,-348.0,72361.0,64488.0,-7873.0
2019-01-02 09:45:00,5350.0,14101.0,4781.0,3.0,1397.0,8989.0,493.0,5159.0,31989.0,490.0,-237.0,72515.0,64339.0,-8176.0
2019-01-02 10:00:00,5377.0,14081.0,4891.0,3.0,1434.0,8970.0,492.0,5837.0,32159.0,491.0,-543.0,73192.0,64701.0,-8491.0
2019-01-02 10:15:00,5386.0,14295.0,4893.0,3.0,1455.0,8979.0,494.0,6196.0,32240.0,491.0,-386.0,74046.0,65337.0,-8709.0
2019-01-02 10:30:00,5385.0,14410.0,4897.0,3.0,1478.0,9054.0,493.0,6541.0,32276.0,491.0,-405.0,74623.0,65987.0,-8636.0
2019-01-02 10:45:00,5376.0,14467.0,4898.0,3.0,1431.0,9041.0,493.0,6764.0,32102.0,492.0,-246.0,74821.0,65711.0,-9110.0
2019-01-02 11:00:00,5384.0,14561.0,4942.0,3.0,1479.0,9095.0,492.0,6902.0,32291.0,492.0,-281.0,75360.0,65832.0,-9528.0
2019-01-02 11:15:00,5389.0,14396.0,4979.0,3.0,1447.0,9123.0,493.0,6954.0,32183.0,491.0,-228.0,75230.0,65580.0,-9650.0
2019-01-02 11:30:00,5391.0,14267.0,5001.0,3.0,1462.0,9107.0,492.0,6917.0,32111.0,491.0,-335.0,74907.0,65720.0,-9187.0
2019-01-02 11:45:00,5400.0,14310.0,5021.0,3.0,1479.0,9069.0,492.0,6944.0,31884.0,491.0,-325.0,74768.0,65687.0,-9081.0
2019-01-02 12:00:00,5402.0,14026.0,5027.0,3.0,1503.0,9015.0,495.0,6808.0,31814.0,491.0,-422.0,74162.0,65575.0,-8587.0
2019-01-02 12:15:00,5370.0,13928.0,5067.0,3.0,1457.0,8995.0,494.0,6479.0,31698.0,491.0,-615.0,73367.0,65107.0,-8260.0
2019-01-02 12:30:00,5372.0,13897.0,5087.0,3.0,1460.0,9006.0,494.0,6131.0,31519.0,491.0,-707.0,72753.0,64876.0,-7877.0
2019-01-02 12:45:00,5395.0,14400.0,5084.0,3.0,1452.0,9016.0,493.0,5665.0,30845.0,491.0,-328.0,72516.0,63838.0,-8678.0
2019-01-02 13:00:00,5413.0,14877.0,4886.0,3.0,1450.0,8975.0,490.0,5242.0,30303.0,491.0,-223.0,71907.0,63586.0,-8321.0
