,cpu_util_percent_mean,cpu_util_percent_var
0,16.126976521322472,9.475743651438163
1,21.587782805429864,9.549932395214505
2,17.319327731092436,7.839455766360299
3,16.828703703703702,7.6642315219367125
4,18.65183486238532,8.517582782535376
5,20.02323282254078,11.828395231701528
6,17.867094861660078,9.421876094692626
7,18.708353929807217,8.687506201737966
8,15.28472565496787,7.4006441703323755
9,15.238683127572017,7.741089910003236
10,18.187720181177653,13.897861130194444
11,15.667014613778706,8.7198209231256
12,15.126038104543234,7.893706185662472
13,16.83861386138614,8.394418654452302
14,14.686092066601372,7.6354913130535085
15,14.871505640019617,7.1837762394667335
16,15.558002936857562,8.038956223634726
17,15.074743527112847,8.261002741518864
18,15.594449853943525,9.070250712762562
19,17.0,8.92657841134276
20,16.536465981399903,10.261708472087136
21,14.771998055420516,7.623945582769037
22,14.115328467153285,7.326030577870206
23,16.724926971762414,11.733640376401976
24,15.711491442542787,9.606845344398135
25,17.658215504631887,8.843004926556128
26,15.7314453125,7.1168039420598905
27,15.725798525798526,7.342478729456751
28,16.392665036674817,7.841060884865728
29,16.078728606356968,7.698651770749757
30,18.466110019646365,12.210614096149657
31,21.05386875612145,10.633073914469254
32,16.308859520313266,8.303030070165558
33,16.37493881546745,8.11851479651
34,17.94202154951257,8.899001179304806
35,18.321087065928534,8.320528322584895
36,23.29264475743349,9.051142855988953
37,26.668850806451612,8.976054742435705
38,27.641981613891726,8.929807156741166
39,28.496464646464645,10.246999468448296
40,27.495939086294417,11.741858368439157
41,27.506322711178555,11.462184149134893
42,31.30197268588771,12.132173622018442
43,34.100050787201624,12.294268155077962
44,33.139523084728566,11.859812086057644
45,33.31643625192012,11.857470720324677
46,32.99593082400814,12.114003997363497
47,32.58505298382599,12.004074815508304
48,32.417735638594536,11.907149056950995
49,34.69416386083053,12.382821215702505
50,32.49379932356257,12.238267901816743
51,33.583471074380164,11.909968773761289
52,30.079843662758236,11.983032286063532
53,31.079979879275655,14.000867814055347
54,28.90226700251889,11.933515417554558
55,29.773547094188377,11.681093334830813
56,28.467676767676767,11.359283228663246
57,28.630784708249497,11.357018984279625
58,29.124308002013084,11.475581499734584
59,29.363682092555333,11.223045388134988
60,30.82252388134741,11.093945611931796
61,34.442375440362355,11.870358625214287
62,31.084004024144868,11.578509745885485
63,31.1236802413273,11.38227235989217
64,31.12713567839196,11.51109012709967
65,31.68275515334339,11.83833970507336
66,31.41532258064516,11.812405211909311
67,32.49825610363727,11.980662050099967
68,29.192537313432837,11.445598988994623
69,27.46480279580629,10.986011189539882
70,29.146,12.940842967455952
71,29.473657289002556,12.736873214356796
72,26.73815028901734,11.073140876063482
73,27.444987775061126,10.988624891355085
74,27.428485936564933,10.863530266995529
75,27.62492581602374,10.951712008263907
76,26.617173524150267,10.904724770324565
77,27.610133333333334,11.454098628108028
78,26.704812834224597,10.663415519560283
79,28.426972281449892,10.80693592597047
80,26.41248665955176,10.350198736641204
81,26.35813704496788,10.276973244412574
82,27.1952,10.171962134250162
83,27.104533333333332,10.140725701432308
84,27.397187196896216,10.053705945766024
85,29.312762973352033,10.323707392090588
86,26.991561181434598,10.085466111645456
87,25.394529439035697,9.597204472941357
88,26.05904230590423,13.525333708253003
89,23.614100185528756,8.452321070980569
90,24.656326932545543,8.31711737787192
91,29.136068034017008,9.050160227726426
92,26.217762167586553,8.570563800888133
93,28.34869109947644,9.684541632715684
94,28.31259484066768,10.280302703635437
95,27.795523906408953,10.135916051534446
